Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",7/1/2022,8703,Offices,Robinson House,Robinson House Hockeys Lane Fishponds Bristol BS16 3HL,,Hockeys Lane,Bristol,BS16 3HL,Eastville,363072,175538,Freehold,,Land And Building(S),947.1,0,Yes,Direct Service,C,1400,"Private Parking, Meeting Rooms","2010, 2015, 2016, 2018, 2021, 2022",291200,,2022,307.4648928,6,Medium
"Bristol, City of",7/1/2022,8710,Store/Depot/Warehouse,Lewins Mead Waste Recycling Depot,Lewins Mead Waste Recycling Depot Blackfriars City Centre Bristol BS1 2LT,,Blackfriars,Bristol,BS1 2NZ,Central,358750,173402,Freehold,,Land And Building(S),89.67,0.016632,,Indirect Service / Non-Investment Letting(s),F,2000,,"2011, 2015, 2016, 2021, 2024",291200,,2022,3247.46292,5,Low
"Bristol, City of",7/1/2022,8095,Land-Car/Lorry Park,Queens Road Public Car Park,Queens Road Public Car Park Queens Road Withywood Bristol BS13 8PJ,,Queens Road,Bristol,BS13 8PJ,Hartcliffe & Withywood,356868,167926,Freehold,,Land Only,222,0.051609,Yes,Direct Service,,,,"2012, 2013, 2016, 2018, 2019, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,8245,Offices,Capital House,Capital House 1-6 Brunswick Square City Centre Bristol BS1 3LG,,,,BS1 3LG,Ashley,358818,173567,Freehold Reversion,,Land And Building(S),5500,0.187305,,Investment Properties,B,1200,"Meeting Rooms, Private Parking","2010, 2011, 2012, 2014, 2016, 2021, 2023, 2024",2070599.2,,2022,376.4725818,8,High
"Bristol, City of",7/1/2022,116128,Offices,Central Health Clinic,Central Health Clinic Tower Hill St Philips Bristol BS2 0JD,,Tower Hill,Bristol,BS2 0JD,Central,359393,173003,Informal Agreement,,Building(S) Only,222,0.000313,Yes,Direct Service,,,"Modern Kitchen, Private Parking","2016, 2020, 2021, 2022, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,7668,Store/Depot/Warehouse,Victoria Park Depot,Victoria Park Depot Park Lodge Somerset Terrace Bristol BS3 4LL,,Somerset Terrace,Bristol,BS3 4LL,Windmill Hill,359102,171394,Freehold,,Land And Building(S),222,0.032084,Yes,Surplus / Non-operational / Under Review,,,,"2010, 2011, 2016, 2018, 2021, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,9041,Store/Depot/Warehouse,Olive Shed,Olive Shed Princes Wharf Harbourside Bristol BS1 4RW,,Princes Wharf,Bristol,BS1 4RN,Central,358391,172178,Freehold,,Land And Building(S),55,0.0061,,Investment Properties,G,2200,,"2012, 2015, 2016, 2021",291200,,2022,5294.545455,4,Low
"Bristol, City of",7/1/2022,9042,Store/Depot/Warehouse,Kings Store,Kings Store Princes Wharf Harbourside Bristol BS1 4RN,,Princes Wharf,Bristol,BS1 4RN,Hotwells & Harbourside,358360,172174,Freehold,,Land And Building(S),40,0.004,,Investment Properties,E,1800,,"2013, 2016, 2017, 2021, 2025",291200,,2022,7280,5,Low
"Bristol, City of",7/1/2022,6766,Land-Car/Lorry Park,Mardyke Public Car Park,Mardyke Public Car Park Hotwell Road Hotwells Bristol BS8 4UR,,Hotwell Road,Bristol,BS8 4UR,Hotwells & Harbourside,357527,172453,Freehold,,Land Only,222,0.130747,Yes,Direct Service,,,,"2010, 2016, 2019, 2021, 2023, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,6768,Store/Depot/Warehouse,Buildings 1 And 2 Mardyke Wharf,Buildings 1 And 2 Mardyke Wharf Hotwell Road Hotwells Bristol BS8 4UB,,Hotwell Road,Bristol,BS8 4UB,Hotwells & Harbourside,357505,172453,Freehold,,Land And Building(S),152.1,0.006339,,Indirect Service / Non-Investment Letting(s),G,2200,,"2011, 2015, 2016, 2017, 2021, 2022, 2024",291200,,2022,1914.529915,7,Low
"Bristol, City of",7/1/2022,10386,House Service Occupancy,Ashton Court - Clifton Lodge East,Ashton Court - Clifton Lodge East Rownham Hill Leigh Woods Long Ashton North Somerset BS41 9JN,,,,BS41 9JN,Outside Bristol,355810,172685,Freehold,,Land And Building(S),138,0.0168,Yes,Direct Service,F,2000,,"2011, 2014, 2016, 2018, 2021",291200,,2022,2110.144928,5,Low
"Bristol, City of",7/1/2022,10350,Store/Depot/Warehouse,Barton Manor - Premises At,Barton Manor - Premises At St Philips Bristol BS2 0RL,,Barton Manor,Bristol,BS2 0RL,Lawrence Hill,360069,172956,Freehold,,Land And Building(S),0,0.080405,,Investment Properties,F,2000,,"2016, 2018, 2021, 2025",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,8657,Museum,At Bristol,At Bristol New World Square/Anchor Road Bristol BS1 5DB,,Anchor Road,Bristol,BS1 5DB,Hotwells & Harbourside,358369,172556,Freehold,,Land And Building(S),9014,2.844547,,Indirect Service / Non-Investment Letting(s),E,1800,,"2010, 2013, 2016, 2019, 2021",3285467.36,,2022,364.4849523,5,Low
"Bristol, City of",7/1/2022,139025,Land-Residential,Wyatt Avenue/Dangerfield Avenue - Land At Rear,Wyatt Avenue/Dangerfield Avenue - Land At Rear Highridge Bristol BS13 8HW,,,,BS13 8HW,Bishopsworth,356680,168488,Freehold,,Land Only,222,0.077832,Yes,Direct Service,,,,"2012, 2015, 2016, 2018, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,138587,Land-Dock/Dockyard,Underfall Yard,Underfall Yard Avon Crescent Hotwells Bristol BS1 6XQ,,Avon Crescent,Bristol,BS1 6XQ,Hotwells & Harbourside,357148,172134,Freehold,,Land And Building(S),2311,0.811561,,Indirect Service / Non-Investment Letting(s),E,1800,,"2012, 2014, 2016, 2020, 2021, 2024",879656.95,,2022,380.6390956,6,Low
"Bristol, City of",7/1/2022,7460,Shop/Kiosk,1 Market Square,1 Market Square Fishponds Bristol BS16 4LE,1,Market Square,Bristol,BS16 4LE,Hillfields,364384,175004,Freehold,,Land And Building(S),125,0.0236,,Investment Properties,E,1800,,"2010, 2013, 2016, 2019, 2020, 2021, 2023, 2025",291200,,2022,2329.6,8,Low
"Bristol, City of",7/1/2022,10383,House Service Occupancy,Church Lodge,Church Lodge Ashton Court Estate Ashton Road Long Ashton North Somerset BS41 9JN,,,,BS41 9JN,Outside Bristol,355415,171198,Freehold,,Land And Building(S),233,0.0156,Yes,Direct Service,F,2000,,"2013, 2016, 2020, 2021, 2023",291200,,2022,1249.785408,5,Low
"Bristol, City of",7/1/2022,8981,Land-Retail/Commercial,49 Merchant Street,49 Merchant Street City Centre Bristol BS1 3EE,49,Merchant Street,Bristol,BS1 3EE,Central,359124,173396,Freehold,,Land Only,0,0.0422,,Investment Properties,G,2200,,"2016, 2020, 2021, 2023",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,8982,Shop/Kiosk,51 Merchant Street,51 Merchant Street City Centre Bristol BS1 3EE,51,Merchant Street,Bristol,BS1 3EE,Central,359119,173412,Freehold,,Land And Building(S),0,0.0132,,Investment Properties,G,2200,,"2012, 2013, 2016, 2018, 2019, 2020, 2021",291200,,2022,0,7,Low
"Bristol, City of",7/1/2022,8984,Shop/Kiosk,53 Merchant Street,53 Merchant Street City Centre Bristol BS1 3EE,,,,BS1 3EE,Central,359122,173451,Freehold,,Land And Building(S),0,0.0087,,Investment Properties,G,2200,,"2016, 2019, 2021, 2025",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,9369,Shop/Kiosk,1-36 The Arcade,1-36 The Arcade City Centre Bristol BS1 3JA,,,,BS1 3JA,Central,359093,173344,Freehold,,Land And Building(S),0,0.146896,,Investment Properties,F,2000,,"2014, 2016, 2017, 2021, 2022, 2023, 2024",291200,,2022,0,7,Low
"Bristol, City of",7/1/2022,6729,Shop/Kiosk,191 Sturminster Road,191 Sturminster Road Stockwood Bristol BS14 8EJ,191,Sturminster Road,Bristol,BS14 8EJ,Stockwood,361606,168566,Freehold,,Land And Building(S),222,0.023598,,Investment Properties,,,,"2012, 2016, 2019, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,10318,Store/Depot/Warehouse,Days Road - Premises At Junction With Kingsland Road,Days Road - Premises At Junction With Kingsland Road St Philips Bristol BS2 0QS,,Kingsland Road,Bristol,BS2 0QS,Lawrence Hill,360226,172756,Freehold,,Land And Building(S),222,0.131503,,Investment Properties,,,,"2016, 2018, 2020, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,10319,Store/Depot/Warehouse,Tower House - Parking Services,Tower House - Parking Services Days Road St Philips Bristol BS2 0QS,,Days Road,Bristol,BS2 0QS,Lawrence Hill,360261,172778,Freehold,,Land And Building(S),489.88,0.106207,Yes,Investment Properties,E,1800,,"2016, 2017, 2019, 2020, 2021",291200,,2022,594.4312893,5,Low
"Bristol, City of",7/1/2022,10320,Store/Depot/Warehouse,Carlyle Business Centre,Carlyle Business Centre Days Road / Queen Victoria Street St Philips Bristol BS2 0QR,,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360282,172788,Freehold,,Land And Building(S),0,0.079658,,Investment Properties,E,1800,,"2011, 2012, 2016, 2019, 2021, 2024",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,10321,Store/Depot/Warehouse,4 Queen Victoria Street,4 Queen Victoria Street St Philips Bristol BS2 0QR,4,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360237,172729,Freehold,,Land And Building(S),222,0.070858,,Investment Properties,,,,"2012, 2016, 2017, 2018, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,7998,Scout/Guide Building Land,249th Bristol South East Scouts,249th Bristol South East Scouts St Annes Terrace Brislington Bristol BS4 4DY,,St Annes Terrace,Bristol,BS4 4DY,Brislington West,362189,172133,Freehold,,Land Only,222,0.189429,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2015, 2016, 2019, 2020, 2021, 2024",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,8005,Land-Playingfield/Playground/Sports,Shirehampton FC,Shirehampton FC Changing Rooms/Five-a-Side Pitch Penpole Lane Shirehampton Bristol BS11 0EA,,Penpole Lane,Bristol,BS11 0EA,Avonmouth & Lawrence Weston,353549,177154,Freehold,,Land Only,222,0.131997,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2020, 2021, 2025",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,8010,Land-Playingfield/Playground/Sports,Shirehampton Recreation Ground,Shirehampton Recreation Ground Penpole Lane Shirehampton Bristol,,Penpole Lane,Bristol,BS11 0AU,Avonmouth & Lawrence Weston,353701,177145,Freehold,,Land Only,222,1.597812,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2011, 2012, 2016, 2018, 2021, 2024",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,8016,Land-Public Park,Greville Smyth Park,Greville Smyth Park Ashton Road Ashton Bristol,,Ashton Road,Bristol,BS3 2EQ,Southville,357047,171693,Freehold,,Land Only,222,9.440855,Yes,Community,,,,"2010, 2016, 2017, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,10345,Industrial/Workshop,Emmaus Bristol,Emmaus Bristol Barton Manor St Philips Bristol BS2 0RL,,Barton Manor,Bristol,BS2 0RL,Lawrence Hill,360050,172977,Freehold,,Land And Building(S),0,0.098997,,Investment Properties,B,1200,"Security System, Storage Space","2011, 2016, 2019, 2021",291200,,2022,0,4,High
"Bristol, City of",7/1/2022,10346,Store/Depot/Warehouse,Barton Manor - Premises At,Barton Manor - Premises At Barton Manor St Philips Bristol BS2 0RP,,Barton Manor,Bristol,BS2 0RP,Lawrence Hill,360174,172993,Freehold,,Land And Building(S),0,0.164209,,Investment Properties,F,2000,,"2016, 2017, 2019, 2021",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,16942,Public House,Llandoger Trow And Hotel,Llandoger Trow And Hotel King Street City Centre Bristol BS1 4ER,,King Street,Bristol,BS1 4ER,Central,358889,172707,Freehold,,Land And Building(S),1000,0.1136,,Investment Properties,G,2200,,"2011, 2016, 2018, 2021, 2024",291200,,2022,291.2,5,Low
"Bristol, City of",7/1/2022,9439,Store/Depot/Warehouse,Avonbridge Trading Estate,Avonbridge Trading Estate Atlantic Road Avonmouth Bristol BS11 9QD,,Atlantic Road,Bristol,BS11 9QD,Avonmouth & Lawrence Weston,352346,177870,Freehold,,Land And Building(S),0,4.699605,,Investment Properties,E,1800,,"2011, 2015, 2016, 2021, 2025",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,9440,Store/Depot/Warehouse,Atlantic Road - Premises At,Atlantic Road - Premises At Avonmouth Bristol BS11 9DU,,,,BS11 9DU,Avonmouth & Lawrence Weston,352489,177911,Freehold,,Land And Building(S),0,6.896585,,Investment Properties,G,2200,,"2016, 2019, 2020, 2021",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,9443,Land-Quay/Marina/Slipway/Mooring,Bristol Marina,Bristol Marina Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UH,Hotwells & Harbourside,357752,172237,Freehold,,Land Only,222,1.763577,,Investment Properties,,,,"2010, 2011, 2012, 2014, 2016, 2019, 2021, 2022",,,2022,0,8,Unknown
"Bristol, City of",7/1/2022,9445,Store/Depot/Warehouse,Unit 33 Albion Dockside Estate,Unit 33 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Hotwells & Harbourside,357783,172233,Freehold,,Land And Building(S),300,0.0284,,Investment Properties,F,2000,,"2012, 2015, 2016, 2021, 2022",291200,,2022,970.6666667,5,Low
"Bristol, City of",7/1/2022,9831,Land-Residential,Whittock Road - Land To The East Of Whittock Square,Whittock Road - Land To The East Of Whittock Square Stockwood Bristol BS14 8DA,,,,BS14 8DA,Stockwood,361862,169041,Freehold,,Land Only,222,0.43443,Yes,Direct Service,,,,"2011, 2014, 2016, 2020, 2021, 2022",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,9446,Industrial/Workshop,Units 39-40 Albion Dockside Estate,Units 39-40 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Hotwells & Harbourside,357753,172284,Freehold,,Land And Building(S),625,0.089483,,Indirect Service / Non-Investment Letting(s),B,1200,"Storage Space, Loading Dock","2012, 2014, 2016, 2021, 2024, 2025",291200,,2022,465.92,6,High
"Bristol, City of",7/1/2022,10387,House Service Occupancy,Ashton Court - Clifton Lodge West,Ashton Court - Clifton Lodge West Abbots Leigh Road Leigh Woods Long Ashton North Somerset BS41 9JN,,,,BS41 ,Outside Bristol,355801,172700,Freehold,Vacant,Land And Building(S),106,0.0133,Yes,Direct Service,F,2000,,"2016, 2017, 2021, 2023",291200,,2022,2747.169811,4,Low
"Bristol, City of",7/1/2022,10389,Cafe/Restaurant,Golf Cafe Hub And Car Park,Golf Cafe Hub And Car Park Ashton Court Estate Kennal Lodge Road Long Ashton North Somerset BS8 3PX,,Kennel Lodge Road,Bristol,BS8 3PX,Outside Bristol,356123,172018,Freehold,,Land And Building(S),144.3,0.375347,Yes,Direct Service,G,2200,,"2011, 2013, 2015, 2016, 2018, 2021",291200,,2022,2018.018018,6,Low
"Bristol, City of",7/1/2022,10351,Store/Depot/Warehouse,Kingsland House,Kingsland House Unit C Kingsland Close St Philips Bristol BS2 0RJ,,Kingsland Close,Bristol,BS2 0RJ,Lawrence Hill,360092,172930,Freehold,,Land And Building(S),0,0.074289,,Investment Properties,G,2200,,"2014, 2016, 2021, 2022, 2024",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,10371,Store/Depot/Warehouse,Castle Park - Bristol Castle Vaulted Chambers,Castle Park - Bristol Castle Vaulted Chambers Castle Street City Centre Bristol BS1 3AA,,Castle Street,Bristol,BS1 3AA,Central,359372,173131,Freehold,,Land And Building(S),118.1,0.017347,Yes,Heritage Assets,E,1800,,"2010, 2014, 2016, 2021, 2023, 2025",291200,,2022,2465.707028,6,Low
"Bristol, City of",7/1/2022,10373,Store/Depot/Warehouse,Castle Park - Former Council Depot,Castle Park - Former Council Depot Queen Street St Philips Bristol BS2 0JB,,Queen Street,Bristol,BS2 ,Central,359293,173076,Freehold,Vacant,Land And Building(S),115.4,0.0663,Yes,Direct Service,G,2200,,"2015, 2016, 2017, 2020, 2021, 2022",291200,,2022,2523.39688,6,Low
"Bristol, City of",7/1/2022,10376,Store/Depot/Warehouse,Bamfield House,Bamfield House Bamfield Whitchurch Bristol BS14 0XD,,Bamfield,Bristol,BS14 0XD,Hengrove & Whitchurch Park,359929,168033,Freehold,,Land And Building(S),0,0.37832,,Investment Properties,G,2200,,"2011, 2013, 2014, 2016, 2021",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,10377,Store/Depot/Warehouse,Bamfield / Whitchurch Lane - Premises At,Bamfield / Whitchurch Lane - Premises At Hengrove Bristol BS14 0BH,,Bamfield,Bristol,BS14 0TQ,Hengrove & Whitchurch Park,359819,167862,Freehold,,Land And Building(S),222,0.805013,,Investment Properties,,,,"2010, 2012, 2013, 2016, 2021, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,10378,Store/Depot/Warehouse,601 Whitchurch Lane - Premises At,601 Whitchurch Lane - Premises At Whitchurch Lane Whitchurch Bristol BS14 0BH,,,,BS14 0BH,Hengrove & Whitchurch Park,359761,167905,Freehold,,Land And Building(S),1572.9,0.452112,,Investment Properties,G,2200,,"2012, 2014, 2016, 2021, 2023",556555.28,,2022,353.8402187,5,Low
"Bristol, City of",7/1/2022,10380,House/Houses,Ashton Court Mansion,Ashton Court Mansion Ashton Court Kennel Lodge Road Long Ashton BS3 2JT,,Kennel Lodge Road,Bristol,BS3 2JT,Outside Bristol,355741,171824,Freehold,,Land And Building(S),1662.2,0.63546,Yes,Direct Service,F,2000,,"2016, 2017, 2018, 2019, 2020, 2021, 2024",318403.86,,2022,191.5556852,7,Low
"Bristol, City of",7/1/2022,137163,Special School,Wing Occupied By Claremont Special School (Secondary),Wing Occupied By Claremont Special School (Secondary) Redland Green School Redland Court Road Redland Bristol BS6 7EH,,Redland Court Road,Bristol,BS6 7EH,Redland,358268,175143,Management Agreement,,Building(S) Only,222,0.149606,Yes,Direct Service,,,,"2010, 2012, 2016, 2021, 2024, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,138249,Offices,The Brunel Building - Part Of Sixth Floor,The Brunel Building - Part Of Sixth Floor Southmead Hospital Southmead Road Bristol BS10 5NB,,,,BS10 5NB,Horfield,359076,177642,Licence,,Building(S) Only,222,0.098163,Yes,Direct Service,,,"Private Parking, Meeting Rooms","2011, 2014, 2015, 2016, 2017, 2021, 2022",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,20389,Land-Verge,Highridge Road - Land Fronting 2,Highridge Road - Land Fronting 2 Highridge Road Bishopsworth Bristol,2,Highridge Road,Bristol,BS13 8HA,Bishopsworth,356917,168407,Freehold,,Land Only,222,0.0027,,Infrastructure,,,,"2010, 2016, 2018, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,9372,Land-Residential,Gaywood House - Amenity Land Adjacent,Gaywood House - Amenity Land Adjacent North Street Bedminster Bristol,,North Street,Bristol,BS3 3BA,Bedminster,357977,171398,Freehold,,Land Only,222,0.085833,Yes,Direct Service,,,,"2016, 2017, 2018, 2021, 2022, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,9373,Health Centre/Surgery,Gaywood House Surgery,Gaywood House Surgery North Street Bedminster Bristol BS3 3BA,,North Street,Bristol,BS3 3BA,Bedminster,357977,171398,Freehold,,Land And Building(S),222,0.036305,,Investment Properties,,,,"2011, 2016, 2019, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,13672,Land-Farm/Agriculture,Hallen Farm,Hallen Farm Severn Road Avonmouth Bristol BS10 7RZ,,Severn Road,Bristol,BS10 7RZ,Avonmouth & Lawrence Weston,354662,180364,Freehold,,Land And Building(S),296.2,26.607665,,Investment Properties,F,2000,,"2016, 2017, 2018, 2021, 2023",291200,,2022,983.1195138,5,Low
"Bristol, City of",7/1/2022,6487,Store/Depot/Warehouse,C Bond,C Bond Clift House Road Ashton Gate Bristol BS3 1RY,,Clift House Road,Bristol,BS3 1RX,Southville,357010,171924,Freehold,,Land And Building(S),17000,0.419073,,Investment Properties,E,1800,,"2012, 2016, 2020, 2021, 2025",3803057.96,,2022,223.7092918,5,Low
"Bristol, City of",7/1/2022,10322,Store/Depot/Warehouse,11-14 Queen Victoria Street,11-14 Queen Victoria Street St Philips Bristol BS2 0QR,11,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360286,172759,Freehold,,Land And Building(S),0,0.0279,,Investment Properties,E,1800,,"2010, 2016, 2017, 2021, 2022, 2024",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,10323,Store/Depot/Warehouse,18-25 Queen Victoria Street,18-25 Queen Victoria Street St Philips Bristol BS2 0QR,18,Queen Victoria Street,Bristol,BS2 0QR,Lawrence Hill,360313,172772,Freehold,,Land And Building(S),0,0.074921,,Investment Properties,E,1800,,"2016, 2021, 2022, 2024",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,10325,Store/Depot/Warehouse,55 Days Road,55 Days Road St Phillips Bristol BS2 0QS,55,Days Road,Bristol,BS2 0QS,Lawrence Hill,360233,172822,Mixed Title,,Land And Building(S),222,0.111677,,Investment Properties,,,,"2013, 2016, 2017, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10326,Store/Depot/Warehouse,57 Days Road - Unit 1,57 Days Road - Unit 1 Days Road St Philips Bristol BS2 0QS,57,Days Road,Bristol,BS2 0QS,Lawrence Hill,360263,172841,Freehold,,Land And Building(S),0,0.096129,,Investment Properties,F,2000,,"2016, 2021, 2024, 2025",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,10328,Store/Depot/Warehouse,59 Days Road,59 Days Road St Philips Bristol BS2 0QS,59,Days Road,Bristol,BS2 0QS,Lawrence Hill,360195,172761,Mixed Title,,Land And Building(S),222,0,,Investment Properties,,,,"2010, 2011, 2016, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10329,Industrial/Workshop,Units 1 And 2 Sussex Street,Units 1 And 2 Sussex Street St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360240,172864,Freehold,,Land And Building(S),222,0.1063,,Investment Properties,,,"Security System, Loading Dock","2010, 2016, 2020, 2021, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10330,Store/Depot/Warehouse,1 Sussex Street,1 Sussex Street St Philips Bristol BS2 0RD,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360214,172853,Freehold,,Land And Building(S),0,0.157296,,Investment Properties,E,1800,,"2010, 2011, 2015, 2016, 2021",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,10331,Store/Depot/Warehouse,Fileturn House,Fileturn House 90 Kingsland Road St Philips Bristol BS2 0QZ,90,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360175,172832,Freehold,,Land And Building(S),1000,0.127725,,Investment Properties,G,2200,,"2013, 2016, 2020, 2021, 2025",427664.34,,2022,427.66434,5,Low
"Bristol, City of",7/1/2022,10332,Store/Depot/Warehouse,92-98 Kingsland Road,92-98 Kingsland Road St Philips Bristol BS2 0QZ,92,Kingsland Road,Bristol,BS2 0QZ,Lawrence Hill,360190,172818,Freehold,,Land And Building(S),0,0.0941,,Investment Properties,E,1800,,"2013, 2016, 2018, 2020, 2021, 2022, 2023",291200,,2022,0,7,Low
"Bristol, City of",7/1/2022,10333,Store/Depot/Warehouse,61 Days Road,61 Days Road St Philips Bristol BS2 0AY,61,Days Road,Bristol,BS2 0QS,Lawrence Hill,360314,172887,Freehold,,Land And Building(S),222,,,Investment Properties,,,,"2014, 2016, 2017, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10334,Store/Depot/Warehouse,Sussex Street - Premises At,Sussex Street - Premises At St Philips Bristol BS2 0RA,,Sussex Street,Bristol,BS2 0RA,Lawrence Hill,360229,172911,Freehold,,Land And Building(S),0,0.031973,,Investment Properties,F,2000,,"2013, 2014, 2015, 2016, 2020, 2021, 2024",291200,,2022,0,7,Low
"Bristol, City of",7/1/2022,10335,Store/Depot/Warehouse,6 - 8 Sussex Street,6 - 8 Sussex Street St Philips Bristol BS2 0RB,6,Sussex Street,Bristol,BS2 0RB,Lawrence Hill,360247,172929,Freehold,,Land And Building(S),0,0.11257,,Investment Properties,G,2200,,"2013, 2016, 2019, 2020, 2021",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,10336,Industrial/Workshop,Folly Lane - Premises At,Folly Lane - Premises At Sussex Street St Philips Bristol BS2 0RA,,Folly Lane,Bristol,BS2 0RH,Lawrence Hill,360246,172992,Freehold,,Land And Building(S),0,0.195145,,Investment Properties,D,1600,"Storage Space, Security System","2011, 2016, 2021, 2023, 2025",291200,,2022,0,5,Medium
"Bristol, City of",7/1/2022,10341,Store/Depot/Warehouse,Belvedere House,Belvedere House Barrow Road Barton Hill Bristol BS5 0AE,85,Barrow Road,Bristol,BS5 0AE,Lawrence Hill,360555,173086,Freehold,,Land And Building(S),222,0.168345,,Investment Properties,,,,"2013, 2014, 2016, 2021, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10342,Store/Depot/Warehouse,Digital House,Digital House Chancery Street Barton Hill Bristol BS5 0AB,,Chancery Street,Bristol,BS5 0AZ,Lawrence Hill,360585,173101,Freehold,,Land And Building(S),0,0.060808,,Investment Properties,E,1800,,"2016, 2017, 2021, 2022",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,10343,Store/Depot/Warehouse,4 Charlton Street,4 Charlton Street Barton Hill Bristol BS5 0FD,4,Charlton Street,Bristol,BS5 0FD,Lawrence Hill,360573,173157,Freehold,,Land And Building(S),222,0.0352,,Investment Properties,,,,"2016, 2018, 2020, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,10344,Store/Depot/Warehouse,Chancery Street - Premises At,Chancery Street - Premises At Chancery Street Barton Hill Bristol BS5 0AB,21,Chancery Street,Bristol,BS5 0AB,Lawrence Hill,360601,173131,Freehold,,Land And Building(S),279,0.0892,Yes,Direct Service,F,2000,,"2010, 2016, 2017, 2021",291200,,2022,1043.727599,4,Low
"Bristol, City of",7/1/2022,135283,Access/Right Of Way,Land Between 18 And 19 Newlyn Walk,Land Between 18 And 19 Newlyn Walk Knowle Bristol BS4 2SL,,,,BS4 2SL,Knowle,360717,170374,Freehold,,Land Only,222,0.003898,Yes,Direct Service,,,,"2013, 2014, 2016, 2018, 2021, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,19903,Land-Residential,Fortfield Road/Wharnecliffe Gardens - Land At ,Fortfield Road/Wharnecliffe Gardens - Land At  Site B3 Fortfield Road Hengrove Bristol BS14 9NU,,,,BS14 9NU,Hengrove & Whitchurch Park,360587,168306,Freehold,,Land Only,222,0.246065,Yes,Direct Service,,,,"2016, 2019, 2020, 2021, 2023",,,2022,0,5,Unknown
